Word Type,Word
Phonetic,you 2 are pushing
English,3rd
Phonetic,yereåní
English,"putting together, she/he is..."
Phonetic,æeåánílye
English,"raises a child, she/he..."
Phonetic,sekui neshe
English,"raises a dog, she/he..."
Phonetic,åî neshe
English,"reaches for it, she/he/it..."
Phonetic,yekaréånñ
English,"reading, she/he is..."
Phonetic,æerehtå’ís k’ayaåti
English,"relaxing, she/he is..."
Phonetic,k’óreåæa
English,"remembers it, she/he..."
Phonetic,yenalní
English,"repairing, she/he is..."
Phonetic,sénayíle
English,"ripping it, she/he is..."
Phonetic,náyeåch’ul
English,"robbing him/her, he/she..."
Phonetic,æeneæñ
English,"rowing a boat, he/she is..."
Phonetic,t’odhe t’á nakî
English,"runs, she/he/it..."
Phonetic,tubagal
English,"running, she/he/it is..."
Phonetic,habagal
English,singular
Phonetic,dual
English,run
Phonetic,1 person
English,habasal
Phonetic,æaít’‡s
English,I am running
Phonetic,we 2 are running
English,2nd
Phonetic,habaîgal
English,you are running
Phonetic,you 2 are running
English,3rd
Phonetic,habagal
English,she/he/it is running
Phonetic,they 2 are running
English,"said, she/he..."
Phonetic,hádi
English,"saving it, she/he is..."
Phonetic,senéyerént’á
English,"scraping (not hide), she/he is..."
Phonetic,yek’enádho
English,"scraping (not hide), she/he is..."
Phonetic,yek’enádho
English,"scraping hide, she/he is..."
Phonetic,æeghul
English,"screaming, she/he/it is..."
Phonetic,hezil
English,"seated, she/he is..."
Phonetic,theda
English,"sees, she/he/it..."
Phonetic,heæî
English,see
Phonetic,singular
English,1 person
Phonetic,2 people
English,1st
Phonetic,hesæî
English,I see
Phonetic,we 2 see
English,2nd
Phonetic,nîåæî
English,you see
Phonetic,you 2 see
English,3rd
Phonetic,heæî
English,she/he/it sees
Phonetic,they 2 see
English,"seizure, he/she has a..."
Phonetic,neghÿl
English,"selfish, she/he is…"
Phonetic,æedení ládenildhÿn
English,"selling it, she/he is..."
Phonetic,begha nání
English,"senses it, she/he/it..."
Phonetic,yétth’eredí
English,"setting fishhooks under the ice,..."
Phonetic,jéth tále
English,"setting a net, he/she is..."
Phonetic,tabñl tále
English,"setting snare, she/he is..."
Phonetic,bñå datå’û
English,"sewing, she/he is..."
Phonetic,æenéåkâ
English,"shaking it, she/he is..."
Phonetic,yeghar
English,"shaving his face, he is..."
Phonetic,daghaddho
English,"shaving wood, she/he is..."
Phonetic,náregháth
English,"shooting it once, she/he is..."
Phonetic,yúniåk’‡th
English,"shooting it repeatedly, she/he is..."
Phonetic,yuåk’éth
English,"shouts, she/he/it..."
Phonetic,hezil
English,"sighs, she/he/it..."
Phonetic,nats’éhji
English,"singing, she/he is..."
Phonetic,hejÿn
English,singular
Phonetic,dual
English,sing
Phonetic,1 person
English,1st
Phonetic,hesjÿn
English,I am singing
Phonetic,we 2 are singing
English,2nd
Phonetic,nejÿn
English,you are singing
Phonetic,you 2 are singing
English,3rd
Phonetic,hejÿn
English,she/he/it is singing
Phonetic,they 2 are singing
English,sit
Phonetic,singular
English,1 person
Phonetic,2 people
English,1st
Phonetic,nesdá
English,I am sitting down
Phonetic,We 2 are sitting...
English,2nd
Phonetic,nîdá
English,You are sitting...
Phonetic,You 2 are sitting... You >2 are sitting...
English,3rd
Phonetic,nedá
English,she/he is sitting...
Phonetic,They 2 are sitting...
English,"slaps him/her/it, she/he/it..."
Phonetic,náyenîkár
English,"sleeping, she/he/it is..."
Phonetic,thetî
English,singular
Phonetic,dual
English,sleep
Phonetic,1 person
English,1st
Phonetic,thitî
English,I am sleeping
Phonetic,we 2 are sleeping
English,2nd
Phonetic,thîtî
English,you are sleeping
Phonetic,you 2 are sleeping you >2 are sleeping
English,3rd
Phonetic,thetî
English,she/he/it is sleeping they 2 are sleeping
Phonetic,they >2 are sleeping
English,"sliding, she/he is..."
Phonetic,hadánadzus
English,"smelling it, she/he/it is..."
Phonetic,yeåtsñ
English,"smiling, she/he is..."
Phonetic,helch’úl
English,"snickering, she/he is..."
Phonetic,dlónáneåæî
English,"snoring, she/he/it is…"
Phonetic,æeåhus
English,"spilled it (liquid), she/he..."
Phonetic,neyínÿl
English,"spitting, she/he is..."
Phonetic,æâze
English,"splashing, she/he is..."
Phonetic,yáåch’il
English,"standing, she/he/it is..."
Phonetic,theyî
English,"stands up, she/he/it…"
Phonetic,níya/nígha
English,"starting, it is..."
Phonetic,hunídhir
English,"startled, she/he/it is..."
Phonetic,náíltåi
English,"steals it, she/he..."
Phonetic,yenéæî
English,"stole it, she/he..."
Phonetic,yenéæî
English,"suffering, she/he is..."
Phonetic,daîæa
English,"standing, she/he/it is…"
Phonetic,theyî
English,"starting, it is..."
Phonetic,hunídhir
English,"surprised, she/he is..."
Phonetic,betå’ak’eze
English,"swallowing it, he/she is..."
Phonetic,yéåna
English,"swearing, she/he is..."
Phonetic,nádoret’á
English,"sweating, she/he/it is..."
Phonetic,bek’etaneyi
English,"swimming, he/she/it is..."
Phonetic,hebel
English,"taking apart, she/he is..."
Phonetic,æeåch’ayíle
English,"talking, she/he/it is..."
Phonetic,yaåti
English,talk /
Phonetic,singular
English,1 person
Phonetic,2 people
English,1st
Phonetic,yasti
English,I am talking
Phonetic,we 2 are talking
English,2nd
Phonetic,yaneåti
English,you are talking
Phonetic,you 2 are talking
English,3rd
Phonetic,yaåti
English,she/he/it is talking
Phonetic,they 2 are talking
English,"thinking, she/he is..."
Phonetic,nánidhÿr
English,"tickling, he/she/it is..."
Phonetic,yuåhós
English,"trapping, she/he is..."
Phonetic,æeådzus theåa
English,"trips, she/he/it…"
Phonetic,æekeåtth’ÿr
English,"trolling, she/he is..."
Phonetic,jéth æedz‡reåki
English,"tying it up, she/he is..."
Phonetic,déyeåchÿth
English,"undressing, he/she/it is..."
Phonetic,het’ar
English,"unhooking, he/she/it is..."
Phonetic,yek’eæar
English,"unifying them, he/she is..."
Phonetic,æaåa nílye ha
English,"unpacking, he/she/it is..."
Phonetic,yeyé háíyele
English,"using it, he/she/it is..."
Phonetic,yet’át’î
English,"visiting, he/she is..."
Phonetic,húntaîya
English,"votes, she/he..."
Phonetic,æeåigíth
English,"waking up, she/he it is..."
Phonetic,ts’îdhÿr
English,"walking, she/he/it is..."
Phonetic,hegal
English,singular
Phonetic,dual
English,walk
Phonetic,1 person
English,1st
Phonetic,hessal
English,I am walking
Phonetic,we 2 are walking
English,2nd
Phonetic,negal
English,you are walking
Phonetic,you 2 are walking
English,3rd
Phonetic,hegal
English,"wants, she/he/it..."
Phonetic,hurélæî
English,I want...
Phonetic,hurésæî
English,We want... (2 people)
Phonetic,hurílæî
English,You want...
Phonetic,hurílæî
English,"washes it, she/he/it..."
Phonetic,yek’enáåtsil
English,"watching, she/he/it is..."
Phonetic,haåni
English,"waving, she/he/it is..."
Phonetic,yáréni
English,"wearing it, she/he is..."
Phonetic,yet’át’î
English,singular
Phonetic,dual
English,wear
Phonetic,1 person
English,t’ást’î
Phonetic,t’áít’î
English,I am wearing...
Phonetic,We 2 are wearing We >2 are wearing
English,2nd
Phonetic,t’ánet’î
English,You are wearing...
Phonetic,You 2 are wearing You >2 are wearing
English,3rd
Phonetic,t’át’î
English,"weighing it, she/he is..."
Phonetic,yenáreldath
English,"whispering, she/he is..."
Phonetic,yatireåæus
English,"whistling, she/he is..."
Phonetic,hushñs
English,"winking, she/he is..."
Phonetic,hunets’íl
English,"wiping it, she/he is..."
Phonetic,yek’enáåde
English,"working, she/he is..."
Phonetic,æeghálana
English,"worshiping, he/she..."
Phonetic,æeghá sorelni
English,"worshiping, they are..."
Phonetic,æeghá dásorelni
English,"wrestling, they two are..."
Phonetic,æeånárelt’i
English,"writing, she/he is..."
Phonetic,æeretå’ís
English,"yawning, she/he/it is..."
Phonetic,æedhál
English,"yelling, he/she is..."
Phonetic,hezil
English,"yelping, it is... (crying)"
Phonetic,hetsagh
English,man
Phonetic,dÿneyu
English,woman
Phonetic,ts’ékui
English,boy
Phonetic,dÿneyuaze
English,He/she is eating.
Phonetic,Shétî.
English,The man is eating.
Phonetic,Dÿneyu shétî.
English,The woman is eating.
Phonetic,Ts’ékui shétî.
English,He/she is talking.
Phonetic,Yaåti.
English,The boy is talking.
Phonetic,Dÿneyuaze yaåti.
English,The woman is talking.
Phonetic,Ts’ékui yaåti.
English,The man is talking.
Phonetic,Dÿneyu yaåti.
English,He/she/it is big.
Phonetic,Nechá.
English,The man is big.
Phonetic,Dÿneyu nechá.
English,The woman is big.
Phonetic,Ts’ékui nechá.
English,The boy is big.
Phonetic,Dÿneyuaze nechá.
English,He/she/it is heavy.
Phonetic,Nedáth.
English,The woman is heavy.
Phonetic,Ts’ékui nedáth.
English,The man is heavy.
Phonetic,Dÿneyu nedáth.
English,The boy is heavy.
Phonetic,Dÿneyuaze nedáth.
English,He/she/it is good.
Phonetic,Nezô.
English,The man is good.
Phonetic,Dÿneyu nezô.
English,The woman is good.
Phonetic,Ts’ékui nezô.
English,The boy is good.
Phonetic,Dÿneyuaze nezô.
English,He/she/it is strong.
Phonetic,Nátsÿr.
English,The boy is strong.
Phonetic,Dÿneyuaze nátsÿr.
English,The man is strong.
Phonetic,Dÿneyu nátsÿr.
English,girl
Phonetic,ts’ékuaze
English,The girl is talking.
Phonetic,Ts’ékuaze yaåti.
English,The girl is eating.
Phonetic,Ts’ékuaze shétî.
English,The girl is good.
Phonetic,Ts’ékuaze nezô.
English,old man
Phonetic,æenékui.
English,The old man is eating.
Phonetic,Æenékui shétî.
English,The old man is talking.
Phonetic,Æenékui yaåti.
English,The old man is good.
Phonetic,Æenékui nezô.
English,old woman
Phonetic,ts’ãkui
English,The old woman is good.
Phonetic,Ts’ãkui nezô.
English,The old woman is talking.
Phonetic,Ts’ãkui yaåti.
English,The old woman is eating.
Phonetic,Ts’ãkui shétî.
English,He/she is standing.
Phonetic,Theyî.
English,The woman is standing.
Phonetic,Ts’ékui theyî.
English,The girl is standing.
Phonetic,Ts’ékuaze theyî.
English,The old man is standing.
Phonetic,Æenékui theyî.
English,He/she is sleeping.
Phonetic,Thetî.
English,The boy is sleeping.
Phonetic,Dÿneyuaze thetî.
English,The old man is sleeping.
Phonetic,Æenékui thetî.
English,The girl is sleeping.
Phonetic,Ts’ékuaze thetî.
English,The man is sleeping.
Phonetic,Dÿneyu thetî
English,The man is standing.
Phonetic,Dÿneyu theyî
English,Is it so? (used when asking a question)
Phonetic,-u -o
English,Is he/she eating?
Phonetic,Shétî-u ?
English,Is the man eating?
Phonetic,Dÿneyu shétî-u ?
English,Is the woman eating?
Phonetic,Ts’ékui shétî-u?
English,Is the boy eating?
Phonetic,Dÿneyuaze shétî-u ?
English,boss
Phonetic,k’áldhÿr
English,The boss is strong.
Phonetic,K’áldhÿr nátsÿr.
English,Is the boss strong?
Phonetic,K’áldhÿr nátsÿr-u?
English,Is the old man strong?
Phonetic,Æenékui nátsÿr-u?
English,Is the boy strong?
Phonetic,Dÿneyuaze nátsÿr-u?
English,child
Phonetic,sekui
English,The child is heavy.
Phonetic,Sekui nedáth.
English,Is the child heavy?
Phonetic,Sekui nedáth-u?
English,Is the boy heavy?
Phonetic,Dÿneyuaze nedáth-u?
English,Is the girl heavy?
Phonetic,Ts’ékuaze nedáth-u?
English,dog
Phonetic,åî
English,little child
Phonetic,sekuaze
English,The little child is sleeping.
Phonetic,Sekuaze thetî.
English,The dog is sleeping.
Phonetic,Åî thetî.
English,Is the little child sleeping?
Phonetic,Sekuaze thetî-u?
English,Is he/she standing?
Phonetic,Theyî-u?
English,Is the boss standing?
Phonetic,K’áldhÿr theyî-u?
English,Is he/she/it big?
Phonetic,Nechá-u?
English,Is the dog big?
Phonetic,Åî nechá-u?
English,Is the old man big?
Phonetic,Æenékui nechá-u?
English,Is he/she talking?
Phonetic,Yaåti-u?
English,Is the little child talking?
Phonetic,Sekuaze yaåti-u?
English,Is the old woman talking?
Phonetic,Ts’ãkui yaåti-u?
English,He/she is working.
Phonetic,Æeghálana.
English,He/she is not working.
Phonetic,Æeghálana æíle.
English,The boss is not working.
Phonetic,K’áldhÿr æeghálana æíle.
English,He/she is laughing.
Phonetic,Nádlógh.
English,Is he/she laughing?
Phonetic,Nádlógh-u?
English,Is the man laughing?
Phonetic,Dÿneyu nádlógh-u?
English,He/she is not laughing.
Phonetic,Nádlógh æíle.
English,The man is not laughing.
Phonetic,Dÿneyu nádlógh æíle.
English,Is he/she/it good?
Phonetic,Nezô-u?
English,Is the dog good?
Phonetic,Åî nezô-u?
English,The dog is not good.
Phonetic,Åî nezô æíle.
English,He/she is coming.
Phonetic,Nadal.
English,Is he/she coming?
Phonetic,Nadal-u?
English,yes
Phonetic,æç
English,Yes he/she is coming.
Phonetic,Æç nadal.
English,Is he/she strong?
Phonetic,Nátsÿr-u?
English,Yes he/she is strong.
Phonetic,Æç nátsÿr.
English,Is he/she/it heavy?
Phonetic,Nedáth-u?
English,no
Phonetic,æñle
English,"No, he/she/it is not heavy."
Phonetic,Æñle nedáth æíle.
English,Is he/she/it big?
Phonetic,Nechá-u?
English,"No, he/she/it is not big."
Phonetic,Æñle nechá æíle.
English,Is he/she working?
Phonetic,Æeghálana-u?
English,"No, he/she is not working."
Phonetic,Æñle æeghálana æíle.
English,Is he/she sleeping?
Phonetic,Thetî-u?
English,"No, he/she is not sleeping."
Phonetic,Æñle thetî æíle.
English,He/she has it.
Phonetic,Bets’î.
English,Does he/she have it?
Phonetic,Bets’î-u?
English,He/she doesn’t have it.
Phonetic,Bets’î æíle./(Bets’ñle.)
English,gun
Phonetic,æeåk’ídhe
English,He/she has a gun.
Phonetic,Æeåk’ídhe bets’î.
English,Does he/she have a gun?
Phonetic,Æeåk’ídhe bets’î-u?
English,He/she does not have a gun.
Phonetic,Æeåk’ídhe bets’ñ æíle.
English,moccasins
Phonetic,kek‡lke
English,He/she has moccasins.
Phonetic,Kek‡lke bets’î.
English,Does he/she have moccasins?
Phonetic,Kek‡lke bets’î-u?
English,something
Phonetic,t’asíe
English,He/she has something.
Phonetic,T’asíe bets’î.
English,Has he/she got something?
Phonetic,T’asíe bets’î-u?
English,He/she hasn’t got anything.
Phonetic,T’asíe bets’ñle.
English,tea
Phonetic,lidí
English,He/she has tea.
Phonetic,Lidí bets’î.
English,Does he/she have tea?
Phonetic,Lidí bets’î-u?
English,He/she does not have tea.
Phonetic,Lidí bets’ñle.
English,flour
Phonetic,åés
English,He/she has flour.
Phonetic,Åés bets’î.
English,Does he/she have flour?
Phonetic,Åés bets’î-u?
English,He/she does not have flour.
Phonetic,Åés bets’ñle.
English,meat
Phonetic,b‡r
English,He/she has meat.
Phonetic,B‡r bets’î.
English,Does he/she have meat?
Phonetic,B‡r bets’î-u?
English,He/she does not have meat.
Phonetic,B‡r bets’ñle.
English,He/she has a dog.
Phonetic,Åî bets’î.
English,Does he/she have a dog?
Phonetic,Åî bets’î-u?
English,He/she does not have a dog.
Phonetic,Åî bets’ñle.
English,He/she is drinking it.
Phonetic,Hedâ.
English,The boss is drinking it.
Phonetic,K’áldhÿr hedâ.
English,The boy is drinking it.
Phonetic,Dÿneyuaze hedâ.
English,The old man is drinking it.
Phonetic,Æenékui hedâ.
English,The little child is drinking it.
Phonetic,Sekuaze hedâ.
English,He/she is making it.
Phonetic,Yeåtsi.
English,The little child is making it.
Phonetic,Sekuaze heåtsi.
English,The man is making it.
Phonetic,Dÿneyu heåtsi.
English,The woman is making it.
Phonetic,Ts’ékui heåtsi.
English,clothes
Phonetic,yú
English,He/she is making clothes.
Phonetic,Yú heåtsi.
English,The woman is making clothes.
